SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_600_19,179700,708700,87665,184200,4789,80400,5884,36300,5730,57600,
seq_600_20,179700,700600,85899,191200,4785,80800,5331,37800,5789,55700,
seq_600_21,179700,715900,93524,190200,4789,78600,6332,34400,5240,53300,
seq_600_22,179700,995800,86558,353000,4780,132900,5967,52700,5087,82500,
seq_600_23,179700,710900,92589,188000,4761,81700,5972,34000,6109,57900,
seq_600_24,179700,720700,90456,199900,4788,90500,5801,35600,5609,67100,
seq_600_25,179700,644200,87717,189200,4796,87200,5950,33300,5102,57800,
seq_600_26,179700,670000,89978,185700,4816,95600,5767,36100,5180,57100,
seq_600_27,179700,689500,94282,239000,4839,115100,5917,40400,5555,71700,
seq_600_28,179700,760100,93879,196400,4781,91600,6046,35800,5869,58400,
seq_600_29,179700,686600,87916,182600,4806,85900,5556,38500,5611,54000,
seq_600_30,179700,664100,83428,174300,4787,80200,6299,34700,5399,59200,
seq_600_31,179700,738800,90230,194200,4794,150500,5528,44900,5158,83400,
seq_600_32,179700,763100,88717,230700,4761,109200,6192,39500,5744,82600,
seq_600_33,179700,864400,94016,194200,4784,80800,6610,40800,5203,59800,
seq_600_34,179700,799700,90518,245200,4792,104800,5682,43300,4906,68600,
seq_600_35,179700,1235300,90505,185100,4793,80000,5433,33400,4994,53900,
seq_600_36,179700,704000,90130,188100,4792,84100,5510,35000,5568,54900,
seq_600_37,179700,736200,91029,219900,4775,100200,6522,46700,5098,64700,
seq_600_38,179700,733700,89117,192100,4761,83000,6002,36000,5832,57500,
seq_600_39,179700,718100,93026,198100,4813,81200,6128,34400,5681,57700,
seq_600_40,179700,690900,92988,219500,4786,79200,5656,34700,5449,58500,
seq_600_41,179700,627700,90352,195600,4798,82100,5603,36500,5369,59100,
seq_600_42,179700,707400,85240,199900,4799,92500,5600,44200,4965,66800,
seq_600_43,179700,765800,86059,196200,4781,111200,6863,40600,5120,63800,
seq_600_44,179700,667400,91756,189700,4775,82200,6275,38800,5497,54900,
seq_600_45,179700,741800,91403,218200,4794,87600,5353,37300,5562,60000,
seq_600_46,179700,739400,94561,215200,4784,97400,6319,38700,6065,68700,
seq_600_47,179700,818800,88934,212900,4778,111400,5965,37700,5570,62700,
seq_600_48,179700,790800,90245,188400,4792,89200,5658,35800,5011,56000,
seq_600_49,179700,661700,87359,181000,4787,81400,5766,50800,5702,84700,
seq_600_50,179700,721500,91540,216800,4764,90100,5865,33800,5327,58900,
seq_600_51,179700,677000,90848,186500,4794,82000,5496,35100,5744,57800,
seq_600_52,179700,790600,90387,329300,4778,121000,6356,49200,5239,75600,
seq_600_53,179700,711500,90162,198600,4796,85500,6548,36800,5632,57500,
seq_600_54,179700,785700,92937,212500,4803,96400,5963,36700,5422,62700,
seq_600_55,179700,693000,85551,177600,4791,83700,5470,35100,5354,56400,
seq_600_56,179700,795200,91267,194800,4813,88300,5472,36900,5808,57100,
seq_600_57,179700,689300,91536,228400,4787,140900,5748,40500,5489,64300,
seq_600_58,179700,835700,91835,215800,4810,93100,5691,39900,5370,65200,
seq_600_59,179700,647400,92047,184300,4801,77300,6271,34600,7163,56600,
seq_600_60,179700,748100,93092,188900,4793,88800,5596,39500,5213,63700,
seq_600_61,179700,748500,93564,192900,4806,86900,6230,36100,6494,58500,
seq_600_62,179700,1776200,89536,342200,4793,108300,5605,53500,5532,74600,
seq_600_63,179700,794800,89521,190900,4790,87300,5490,39400,5417,75800,
seq_600_64,179700,799400,92350,215800,4819,82100,5725,35000,5084,55200,
seq_600_65,179700,708700,92326,190500,4795,86400,5863,35500,5514,55000,
seq_600_66,179700,665200,87078,188500,4806,79500,6023,35800,5267,57800,
seq_600_67,179700,786600,90436,311100,4790,94600,5568,44500,5147,69100,
seq_600_68,179700,762300,86937,174400,4784,80100,5506,34300,5834,58400,
seq_600_69,179700,701700,93591,190900,4800,82100,5711,48200,5505,55700,
seq_600_70,179700,760800,94002,189700,4804,78800,5947,34100,5948,59200,
seq_600_71,179700,659800,93129,192100,4791,80700,5534,36200,5664,56400,
seq_600_72,179700,753600,90877,223600,4793,110500,5957,38700,5516,64500,
seq_600_73,179700,722800,85966,201800,4801,92200,5785,40100,5309,62400,
seq_600_74,179700,677600,93752,193000,4800,79500,5592,34900,5544,58400,
seq_600_75,179700,778300,89745,185800,4798,88200,6298,35100,5018,67000,
seq_600_76,179700,757600,91993,189900,4764,99500,6675,35300,4935,61300,
seq_600_77,179700,855400,91358,333000,4779,102500,5457,46700,5104,70900,
seq_600_78,179700,796200,89258,191900,4754,83100,5763,38800,5841,64500,
seq_600_79,179700,709600,93498,203000,4800,84000,5508,39500,5253,58100,
seq_600_80,179700,706400,90294,186800,4789,80400,5425,35000,6225,60500,
seq_600_81,179700,658100,88587,182900,4785,83700,5494,34800,5240,62700,
seq_600_82,179700,981700,86569,226600,4774,105900,5557,46400,5087,70700,
seq_600_83,179700,713300,91052,184800,4810,80900,5462,35700,5704,56300,
seq_600_84,179700,759100,86411,171500,4821,76600,5904,34300,5418,52900,
seq_600_85,179700,661700,91139,184200,4800,82600,5697,33400,5518,57900,
seq_600_86,179700,696400,90467,187800,4788,79900,6447,35500,6468,59100,
seq_600_87,179700,842800,90681,294100,4795,148500,6124,42500,4958,86800,
seq_600_88,179700,1052100,91647,381200,4782,123300,5594,48600,6520,81600,
seq_600_89,179700,670500,91524,193100,4808,84200,6447,41000,5227,57200,
seq_600_90,179700,688900,91137,193300,4791,79800,5812,35800,6283,60900,
seq_600_91,179700,1204500,90403,388400,4809,118900,6019,48700,5243,78700,
seq_600_92,179700,958800,86516,353000,4803,155800,5821,48900,5757,78300,
seq_600_93,179700,993600,90307,341100,4786,151000,5950,47400,6063,74900,
seq_600_94,179700,711800,89710,186400,4782,85400,5967,37000,5294,57600,
seq_600_95,179700,975900,90012,284300,4799,136400,6511,47500,5617,77200,
seq_600_96,179700,838500,87160,200200,4804,93300,5828,39800,5660,58300,
seq_600_97,179700,762900,90518,246100,4807,105400,6037,45500,5218,85400,
seq_600_98,179700,723000,89944,208800,4802,92400,5615,44600,5175,63400,
seq_600_99,179700,1009500,86522,303800,4787,232200,6990,61300,5157,95200,
seq_650_0,210925,1155400,106155,401900,5267,97000,6148,42700,5711,71000,
seq_650_1,210925,883400,100374,306600,5306,100400,6345,44100,6474,67100,
seq_650_2,210925,957700,108111,264700,5281,114800,6592,45000,6317,78500,
seq_650_3,210925,1074500,105699,270900,5279,107800,6766,50000,6479,79700,
seq_650_4,210925,989900,102798,244500,5261,110200,6075,42400,6116,69500,
seq_650_5,210925,972600,102586,249600,5254,103200,6155,44000,5792,71600,
seq_650_6,210925,932900,105189,244600,5275,106800,6558,44700,6159,73900,
seq_650_7,210925,1252500,107759,449900,5247,188700,6121,67500,7025,105800,
seq_650_8,210925,883900,103717,238300,5262,97600,6427,43900,6144,76400,
seq_650_9,210925,921400,108013,244800,5244,103100,6877,42800,5716,67800,
seq_650_10,210925,902100,107484,251500,5259,101500,7254,68500,6278,134600,
seq_650_11,210925,1002300,105506,243700,5286,103300,5979,43400,5894,69700,
seq_650_12,210925,1277000,104616,262300,5284,124300,6651,73300,6527,144200,
seq_650_13,210925,1225600,113058,427500,5281,144600,6105,54400,6551,101300,
seq_650_14,210925,1080000,100580,279400,5239,114300,6711,53200,6043,82100,
seq_650_15,210925,1245200,102845,443100,5247,183800,6934,62700,5963,93100,
seq_650_16,210925,1040300,108138,250000,5279,143600,6195,44200,5651,71200,
seq_650_17,210925,1503100,102623,365700,5253,132600,6072,48300,6586,89800,
seq_650_18,210925,1197200,107887,435400,5263,172400,6692,56800,6399,85400,
seq_650_19,210925,984200,107152,263200,5247,102800,7493,46600,6450,74600,
seq_650_20,210925,1110600,103873,421100,5272,165500,6910,54000,6057,82200,
seq_650_21,210925,1213200,104801,263200,5253,85200,6704,44200,6496,69100,
seq_650_22,210925,880900,104746,348300,5240,129500,6225,56900,5904,94900,
seq_650_23,210925,1320100,108130,425900,5260,134600,5972,56700,5645,96600,
seq_650_24,210925,1110600,107059,250000,5268,116300,6854,45800,6012,71200,
seq_650_25,210925,1356700,106108,242000,5239,95500,6431,43000,5823,68100,
seq_650_26,210925,894100,105327,241200,5248,104900,6729,43300,5750,70300,
seq_650_27,210925,845900,102041,230600,5248,97900,6013,42200,5566,69300,
seq_650_28,210925,853700,106084,239300,5275,94600,6699,43700,5906,68400,
seq_650_29,210925,1288600,105574,331000,5279,220900,6621,77300,5594,100200,
seq_650_30,210925,989600,108958,247600,5285,99500,7053,44600,6764,69900,
seq_650_31,210925,822900,103036,232300,5270,93100,6534,43000,6236,67200,
seq_650_32,210925,856900,105193,237100,5236,106600,5947,42500,5769,69000,
seq_650_33,210925,979500,104016,246300,5285,105500,6261,43900,6142,71500,
seq_650_34,210925,1047100,106172,303300,5278,121100,6405,56200,5934,85700,
seq_650_35,210925,812200,102991,234000,5286,99500,6269,53000,5748,70000,
seq_650_36,210925,825000,105398,237800,5261,99600,6186,42100,6489,74200,
seq_650_37,210925,1211000,102961,427300,5307,177500,6827,58600,6462,98300,
seq_650_38,210925,1220200,110737,467200,5275,176100,6162,57600,5501,92200,
seq_650_39,210925,1646600,103272,417100,5268,156700,7804,58700,6561,162700,
seq_650_40,210925,1225200,107181,455600,5288,167500,6148,58500,6198,112300,
seq_650_41,210925,1115900,109647,283800,5252,112100,6385,50400,6531,82100,
seq_650_42,210925,878500,110107,249900,5266,93700,6738,43500,6520,72300,
seq_650_43,210925,1177700,103710,248000,5283,113100,6914,50000,6109,110300,
seq_650_44,210925,941300,111372,253100,5272,96200,6178,43500,6079,73000,
seq_650_45,210925,1186700,106689,445900,5265,183700,6552,59100,6575,93900,
seq_650_46,210925,1344700,109141,470900,5239,168900,7095,63500,6747,114700,
seq_650_47,210925,1068200,106735,315400,5279,123200,7180,53800,5597,89700,
seq_650_48,210925,823900,106085,240800,5249,96600,7056,44000,5908,70600,
seq_650_49,210925,874500,109597,498000,5279,150300,6338,68300,6333,115200,
seq_650_50,210925,1235700,105943,483500,5249,151500,6156,64400,6119,113400,
seq_650_51,210925,946300,109085,284200,5243,115100,6319,48600,5524,79600,
seq_650_52,210925,981400,106644,277200,5276,102300,7028,47500,5733,74900,
seq_650_53,210925,857800,111913,254000,5277,97700,6479,41600,6380,66900,
seq_650_54,210925,1398900,107660,281000,5262,119200,6759,46800,5845,73700,
seq_650_55,210925,898700,106415,241500,5259,95300,6406,43400,5775,67900,
seq_650_56,210925,1168700,108021,455700,5255,142800,6208,61900,5814,113600,
seq_650_57,210925,1232700,102414,460800,5272,150700,6382,63000,6217,109000,
seq_650_58,210925,820000,111478,252600,5261,100700,6721,44200,6037,71800,
seq_650_59,210925,1190400,107956,453300,5287,181100,6413,58700,5434,90400,
seq_650_60,210925,810300,107797,245000,5250,101800,6328,42900,5746,69800,
seq_650_61,210925,974600,101383,242800,5277,138500,6987,52200,5944,95200,
seq_650_62,210925,1281300,107737,456900,5275,156600,6354,65600,5879,107000,
seq_650_63,210925,1296200,106349,460900,5287,158200,7080,64300,6143,107900,
seq_650_64,210925,876000,106545,242300,5254,101300,5951,43800,7175,71200,
seq_650_65,210925,1183600,107791,244700,5275,96600,6372,44200,5696,70300,
seq_650_66,210925,1065600,107633,244700,5264,98100,6027,44200,6076,78900,
seq_650_67,210925,870400,104181,236700,5280,114500,6509,50400,6070,98300,
seq_650_68,210925,1231900,104303,443800,5255,208200,6360,55400,7021,193600,
seq_650_69,210925,903400,103317,309900,5264,128500,6277,48600,6865,85700,
seq_650_70,210925,1424000,105508,509400,5272,181800,6686,69800,6183,113200,
seq_650_71,210925,1051800,107202,379700,5296,126200,6058,47800,5319,79300,
seq_650_72,210925,912200,105853,317200,5291,177800,6563,59700,5791,93800,
seq_650_73,210925,937200,107401,265500,5271,96200,6751,42800,6769,69400,
seq_650_74,210925,841100,106919,241800,5260,94800,6710,42600,5915,68900,
seq_650_75,210925,870200,106917,290700,5292,129600,6310,50200,6077,102500,
seq_650_76,210925,1204100,104938,299200,5266,117300,6356,48300,6252,79600,
seq_650_77,210925,1110100,110072,440400,5264,147700,6217,60900,6099,110900,
seq_650_78,210925,1202000,105873,462900,5241,145100,6930,59200,5774,101400,
seq_650_79,210925,1072500,105056,296700,5266,128500,6062,54700,6578,89000,
seq_650_80,210925,1279700,101359,429200,5270,165000,7168,79200,6053,107600,
seq_650_81,210925,847700,103894,236700,5283,97000,6941,43600,6143,70300,
seq_650_82,210925,1101800,106333,366100,5284,185200,6629,51900,5721,97500,
seq_650_83,210925,811400,107182,243200,5293,94200,7511,44900,5628,73500,
seq_650_84,210925,897000,108468,253800,5255,113800,6648,42000,5531,69900,
seq_650_85,210925,921300,110086,252500,5280,99800,6156,42900,6556,68500,
seq_650_86,210925,1766800,102113,465300,5249,177100,7577,68700,5783,113600,
seq_650_87,210925,1149300,102920,290900,5265,124500,6429,53800,5769,87100,
seq_650_88,210925,1085100,105103,297300,5258,121500,6041,53500,6399,86300,
seq_650_89,210925,960000,106560,254800,5287,103200,6169,46400,6218,72900,
seq_650_90,210925,1358600,105079,445300,5253,166600,6139,64100,5938,112800,
seq_650_91,210925,1004500,107708,315100,5272,126900,6063,54200,5598,84300,
seq_650_92,210925,1027800,104092,452200,5284,152900,6560,60700,5983,105200,
seq_650_93,210925,990000,103914,237800,5281,104500,6337,43500,5767,70700,
seq_650_94,210925,1113700,107731,403100,5266,145900,6288,59800,6514,107000,
seq_650_95,210925,1210000,113310,265300,5274,96300,6509,43200,5884,69900,
seq_650_96,210925,1217700,106664,461900,5278,155800,6940,60600,5878,100700,
seq_650_97,210925,1200700,103185,487100,5276,149900,6492,58900,5751,105800,
seq_650_98,210925,1240200,104144,483800,5250,148900,6691,61100,5656,100500,
seq_650_99,210925,1054700,105469,300100,5264,134200,6574,55400,6218,87300,
seq_700_0,244650,1124800,123443,313300,5744,122600,7155,54400,6388,89600,
seq_700_1,244650,1255200,127078,326000,5771,131400,7372,59100,6906,97100,
seq_700_2,244650,1072000,123494,279900,5749,120400,6866,47800,6884,80600,
seq_700_3,244650,1217000,124691,348900,5758,135800,7148,58600,6834,99000,
seq_700_4,244650,1146500,123179,331400,5764,109300,6604,46400,7726,76800,
seq_700_5,244650,1247300,120948,350500,5761,128300,7321,59200,7676,93300,
seq_700_6,244650,1192400,127731,367200,5763,133800,6964,57700,6061,96800,
seq_700_7,244650,1415400,119332,396100,5721,133300,7281,60200,6745,90100,
seq_700_8,244650,1036800,126117,285300,5758,104300,7520,46600,6286,76800,
seq_700_9,244650,1375500,118496,492600,5736,199300,7070,60400,7159,109400,
seq_700_10,244650,1067800,124419,320400,5758,117300,7418,52600,6584,86900,
seq_700_11,244650,1125400,121540,275300,5749,110500,6964,47600,6724,77300,
seq_700_12,244650,1084800,120801,282400,5732,106600,6949,47600,6459,76500,
seq_700_13,244650,1256700,124111,352100,5782,136000,8623,61500,7623,101800,
seq_700_14,244650,1314400,122044,344400,5795,174700,7186,58200,6885,197000,
seq_700_15,244650,1311800,119632,335000,5760,132200,7074,59500,6964,97900,
seq_700_16,244650,1355800,121012,340800,5731,131400,7560,58600,6758,107800,
seq_700_17,244650,1290500,123811,348400,5739,137400,6980,59200,6656,98100,
seq_700_18,244650,1252100,120316,305900,5759,144400,7535,48900,6924,81800,
seq_700_19,244650,1285700,124538,351200,5750,148000,7185,59300,6619,91800,
seq_700_20,244650,1378100,126421,298100,5723,99400,6981,43500,6405,68800,
seq_700_21,244650,1026400,122540,289400,5738,104400,7474,48200,6918,83100,
seq_700_22,244650,911500,119292,243300,5749,95200,7198,42100,6677,68700,
seq_700_23,244650,1228500,125758,353700,5745,134000,7972,58800,6743,95300,
seq_700_24,244650,1433100,123208,344900,5748,132700,7342,59000,6446,89800,
seq_700_25,244650,1440100,124637,353600,5743,141200,7477,59500,6890,85500,
seq_700_26,244650,1207500,121370,304900,5772,132800,7628,55100,6096,78500,
seq_700_27,244650,1451600,126643,556800,5763,189500,7003,63500,6234,92500,
seq_700_28,244650,2156100,117625,679400,5736,170000,6891,67100,7180,107000,
seq_700_29,244650,1874900,124842,455700,5778,153600,6730,62100,6522,93000,
seq_700_30,244650,1428400,115573,327300,5759,136500,7920,61400,6174,96100,
seq_700_31,244650,1400300,127482,438400,5758,363000,7094,67400,6466,106900,
seq_700_32,244650,1543900,123336,498000,5731,127800,6647,48200,5949,78200,
seq_700_33,244650,1306400,122793,514200,5743,177100,7249,53900,6269,86900,
seq_700_34,244650,2002000,120708,927900,5730,329400,6712,72800,6364,160500,
seq_700_35,244650,1288900,124354,345900,5759,137000,7921,52300,6672,99900,
seq_700_36,244650,1509400,122047,501800,5713,170200,6914,64300,7585,136700,
seq_700_37,244650,1498600,117634,453600,5747,159200,7046,69500,6578,107600,
seq_700_38,244650,1240300,126501,563400,5754,171400,7295,68500,6284,108600,
seq_700_39,244650,1246400,124198,305100,5714,158900,6887,154000,6676,96800,
seq_700_40,244650,1293900,122647,312400,5742,114700,7143,60500,6167,76900,
seq_700_41,244650,1496400,123839,539200,5755,212100,7509,62900,6968,107300,
seq_700_42,244650,1465700,125386,707600,5750,165400,6897,79800,6662,131400,
seq_700_43,244650,1228800,121968,338000,5755,126200,7235,51400,6556,95000,
seq_700_44,244650,1349800,125641,504800,5752,165700,7586,67100,6044,101700,
seq_700_45,244650,1503400,122043,275800,5772,127800,6799,47300,6285,80500,
seq_700_46,244650,1484500,122382,293700,5744,139200,6915,57100,6248,87100,
seq_700_47,244650,1029800,124500,282100,5726,104800,6761,47100,6901,78800,
seq_700_48,244650,975900,120651,283600,5745,104900,6614,46800,6369,78100,
seq_700_49,244650,1057100,119863,280500,5740,115300,6960,48100,6698,75800,
seq_700_50,244650,1425000,125895,478800,5754,193500,7962,77100,6972,107100,
seq_700_51,244650,1424300,120848,509900,5750,197600,6875,64300,7341,106000,
seq_700_52,244650,1083100,120702,286600,5733,175800,7678,62000,6014,106600,
seq_700_53,244650,2040700,124321,538500,5766,136300,7128,47800,6248,76700,
seq_700_54,244650,1351400,124957,510900,5764,185900,6739,65000,6253,113700,
seq_700_55,244650,1216400,123560,353800,5734,135700,7831,60200,6429,89400,
seq_700_56,244650,1232800,122903,291700,5751,116400,6976,58500,6477,83700,
seq_700_57,244650,1355500,125293,284100,5749,108100,8182,49100,6835,80900,
seq_700_58,244650,1091000,119726,273500,5736,107200,7726,73900,6437,76600,
seq_700_59,244650,1067600,117395,266800,5770,108300,6837,47700,6509,74500,
seq_700_60,244650,1085600,124104,289600,5773,106200,6945,48300,7394,79300,
seq_700_61,244650,1062700,118099,509900,5731,120800,8298,47600,7182,100500,
seq_700_62,244650,989600,120172,271000,5752,107700,6979,46700,6675,78500,
seq_700_63,244650,1444200,126806,528000,5730,205500,6850,63000,6569,108200,
seq_700_64,244650,1126100,119511,280800,5767,105400,7158,49200,6626,77200,
seq_700_65,244650,1451400,123922,501700,5760,160700,7290,78400,7192,110300,
seq_700_66,244650,1004900,123248,279600,5710,109700,7911,48900,6431,73100,
seq_700_67,244650,1314000,120780,391900,5765,129700,7215,47600,6407,78000,
seq_700_68,244650,1253900,129950,319400,5759,112400,6571,46400,6888,77700,
seq_700_69,244650,1068400,121233,309700,5760,126700,7160,66200,7522,114100,
seq_700_70,244650,1177100,116938,263800,5730,110100,6988,48300,6280,80200,
seq_700_71,244650,1514700,122345,346400,5743,108200,7152,60200,6774,79700,
seq_700_72,244650,947800,127774,293500,5758,104400,7149,46000,7037,75400,
